target_capsule,target_capsule_index,sample_index,capsule_closest_index,bullet_closest_link_index,capsule_distance_m,bullet_distance_m,capsule_minus_bullet_m,capsule_violation,bullet_violation,capsule_collision,bullet_collision
shoulder,0,0,0,2,-0.03909239654965366,-0.04770370845352803,0.008611311903874375,1,1,1,1
shoulder,0,1,0,1,0.02976955020593551,0.04756369628387423,-0.01779414607793872,1,1,0,0
shoulder,0,2,2,4,0.18568894037164563,0.2108892136573124,-0.025200273285666763,0,0,0,0
shoulder,0,3,1,3,0.005619566850151497,0.005016804105173953,0.0006027627449775447,1,1,0,0
shoulder,0,4,2,4,-0.09151992408062185,-0.0707823558980976,-0.020737568182524244,1,1,1,1
shoulder,0,5,0,2,0.2373492000109118,0.23572421629993018,0.0016249837109816312,0,0,0,0
shoulder,0,6,0,2,0.15801925663224392,0.1626358387170243,-0.004616582084780385,0,0,0,0
shoulder,0,7,0,2,0.12449811856051618,0.12770562511993785,-0.0032075065594216745,0,0,0,0
shoulder,0,8,2,4,0.21504339107390485,0.21799653753236592,-0.0029531464584610645,0,0,0,0
shoulder,0,9,0,2,0.23738340664755986,0.2511934702227592,-0.013810063575199316,0,0,0,0
shoulder,0,10,0,1,0.06545813762668978,0.032668817678739664,0.03278931994795012,1,1,0,0
shoulder,0,11,1,3,0.008648245451471775,0.01661397958526392,-0.007965734133792146,1,1,0,0
shoulder,0,12,0,2,-0.004813671704924402,-0.009362958237748235,0.004549286532823833,1,1,1,1
shoulder,0,13,1,3,-0.09261779557194022,-0.0879594663442614,-0.004658329227678823,1,1,1,1
shoulder,0,14,0,2,0.22449868760998548,0.2241795606182938,0.00031912699169167613,0,0,0,0
shoulder,0,15,0,1,0.0014630175750487834,0.019167028422579446,-0.017704010847530663,1,1,0,0
shoulder,0,16,0,2,0.047406650524679725,0.047612306943514926,-0.00020565641883520114,1,1,0,0
shoulder,0,17,0,2,0.15528477594323686,0.15538141891841456,-9.664297517769649e-05,0,0,0,0
shoulder,0,18,4,3,0.10366618983403553,0.1043764196679774,-0.0007102298339418667,1,1,0,0
shoulder,0,19,2,4,0.04724184714894475,0.06786921222461542,-0.020627365075670673,1,1,0,0
shoulder,0,20,1,3,0.21023408871321014,0.20047479782093325,0.009759290892276895,0,0,0,0
shoulder,0,21,1,3,-0.003809455465201367,-0.00546178545140176,0.0016523299862003932,1,1,1,1
shoulder,0,22,0,1,0.07105702248193468,0.04523993103772825,0.025817091444206436,1,1,0,0
shoulder,0,23,1,3,0.019389640030252342,0.00396462036761587,0.015425019662636472,1,1,0,0
shoulder,0,24,0,2,-0.019295723367054304,-0.0267240359413339,0.0074283125742795955,1,1,1,1
shoulder,0,25,1,3,0.04248116619761291,0.024846997825558242,0.01763416837205467,1,1,0,0
shoulder,0,26,4,7,0.10175395913737967,0.13017403459223179,-0.028420075454852117,1,0,0,0
shoulder,0,27,0,1,0.22392109020327977,0.26666367721184653,-0.04274258700856676,0,0,0,0
shoulder,0,28,1,3,0.13971876942015082,0.149124180773946,-0.00940541135379519,0,0,0,0
shoulder,0,29,0,2,-0.06862991615769523,-0.07738233967252245,0.008752423514827218,1,1,1,1
shoulder,0,30,0,1,0.16064312482546517,0.16115104008496717,-0.0005079152595020009,0,0,0,0
shoulder,0,31,0,1,0.07440452387825947,0.07461285988539207,-0.00020833600713260347,1,1,0,0
shoulder,0,32,2,4,-0.07778686069753532,-0.0633433873399178,-0.014443473357617517,1,1,1,1
shoulder,0,33,1,3,0.061382314439635655,0.05325333695848089,0.008128977481154764,1,1,0,0
shoulder,0,34,0,2,-0.027330483394337357,-0.01578358347249712,-0.011546899921840235,1,1,1,1
shoulder,0,35,0,1,0.19148359647259983,0.2418973947141324,-0.05041379824153258,0,0,0,0
shoulder,0,36,1,3,0.11962182244482528,0.10852550905660197,0.011096313388223311,1,1,0,0
shoulder,0,37,0,1,0.17419641218502685,0.17553935715632443,-0.0013429449712975827,0,0,0,0
shoulder,0,38,0,1,0.272747382418422,0.27414408401887885,-0.001396701600456851,0,0,0,0
shoulder,0,39,0,2,-0.028538923210053538,-0.03500321151853286,0.006464288308479324,1,1,1,1
shoulder,0,40,0,2,0.2681175290310043,0.2748600844319776,-0.006742555400973349,0,0,0,0
shoulder,0,41,0,2,0.01685987610337515,0.020680596468295828,-0.0038207203649206767,1,1,0,0
shoulder,0,42,1,3,-0.002935761294557665,-0.014520768119994289,0.011585006825436624,1,1,1,1
shoulder,0,43,0,1,-0.007186158227412323,-0.011765945651019946,0.004579787423607623,1,1,1,1
shoulder,0,44,2,4,-0.022125621473834414,-0.0011697596526759335,-0.02095586182115848,1,1,1,1
shoulder,0,45,1,3,0.1455306542271052,0.1271119464605947,0.0184187077665105,0,0,0,0
shoulder,0,46,0,1,-0.033983676461149026,0.01983830429417896,-0.053821980755327986,1,1,1,0
shoulder,0,47,0,3,0.0025132689458225027,0.030490226320144753,-0.02797695737432225,1,1,0,0
shoulder,0,48,2,4,0.049592092949706124,0.055933527397948685,-0.006341434448242561,1,1,0,0
shoulder,0,49,2,4,0.002762820410984246,0.008933668886082186,-0.00617084847509794,1,1,0,0
shoulder,0,50,0,1,-0.012548519290054863,-0.012240937534256535,-0.0003075817557983279,1,1,1,1
shoulder,0,51,0,1,0.13845981946360952,0.20645326481820514,-0.06799344535459562,0,0,0,0
shoulder,0,52,4,4,0.20541005629967818,0.24517292203709307,-0.03976286573741489,0,0,0,0
shoulder,0,53,0,2,0.019974854659710065,0.0247403623160245,-0.0047655076563144355,1,1,0,0
shoulder,0,54,0,1,0.006205007958187722,0.016839293733489066,-0.010634285775301344,1,1,0,0
shoulder,0,55,0,1,0.09922337669554471,0.12273372105782057,-0.023510344362275865,1,0,0,0
shoulder,0,56,3,5,0.09700841936459137,0.1182949482168291,-0.021286528852237724,1,1,0,0
shoulder,0,57,1,3,-0.008451139334823887,-0.008407919051354018,-4.322028346986917e-05,1,1,1,1
shoulder,0,58,1,3,-0.058805730205852225,-0.049316760024366524,-0.0094889701814857,1,1,1,1
shoulder,0,59,1,3,0.07138107419438411,0.07065468660396743,0.0007263875904166828,1,1,0,0
shoulder,0,60,1,3,-0.004754546644078039,-0.007655832859754005,0.002901286215675966,1,1,1,1
shoulder,0,61,1,3,-0.038270228560644465,-0.04406366388372575,0.0057934353230812835,1,1,1,1
shoulder,0,62,1,3,0.14409057409075415,0.14010257014272418,0.003988003948029978,0,0,0,0
shoulder,0,63,0,2,0.12223301899942135,0.12302365236077187,-0.0007906333613505179,0,0,0,0
shoulder,0,64,0,1,0.23545086895003586,0.26007997339758354,-0.02462910444754768,0,0,0,0
shoulder,0,65,0,1,-0.022823981043155805,-0.009833440568472157,-0.012990540474683648,1,1,1,1
shoulder,0,66,0,2,0.1726159073042986,0.17514265627180906,-0.002526748967510456,0,0,0,0
shoulder,0,67,0,2,0.08836595534922409,0.10289022026331654,-0.01452426491409245,1,1,0,0
shoulder,0,68,0,1,-0.04687826588110247,-0.044925763572585826,-0.0019525023085166446,1,1,1,1
shoulder,0,69,1,3,-0.050644490257513095,-0.06005250241102747,0.009408012153514375,1,1,1,1
shoulder,0,70,4,3,-0.08192024503308547,-0.05578290370889711,-0.026137341324188358,1,1,1,1
shoulder,0,71,0,2,0.04650596345481321,0.03966607364381576,0.0068398898109974515,1,1,0,0
shoulder,0,72,1,1,-0.010100555740886502,-0.008483823984104064,-0.0016167317567824385,1,1,1,1
shoulder,0,73,0,1,-0.05213943262314581,-0.04956137183102176,-0.002578060792124054,1,1,1,1
shoulder,0,74,1,2,0.06184592500528022,0.06276811185384343,-0.0009221868485632112,1,1,0,0
shoulder,0,75,0,1,-0.027151544091827837,-0.004181122673549198,-0.02297042141827864,1,1,1,1
shoulder,0,76,1,3,0.2129303666930133,0.21274467779176526,0.00018568890124803783,0,0,0,0
shoulder,0,77,0,2,0.0669221383372352,0.07730737767247065,-0.010385239335235441,1,1,0,0
shoulder,0,78,1,3,0.01750567619391641,0.020839142649668976,-0.003333466455752568,1,1,0,0
shoulder,0,79,0,1,0.14191861109295462,0.14719347794517434,-0.005274866852219728,0,0,0,0
shoulder,0,80,0,1,-0.06884978576720333,0.00221479420421318,-0.0710645799714165,1,1,1,0
shoulder,0,81,1,2,-0.06021199771479323,-0.07499065642647229,0.014778658711679063,1,1,1,1
shoulder,0,82,0,1,0.18784283335654461,0.2110746628880127,-0.023231829531468073,0,0,0,0
shoulder,0,83,1,3,-0.049772867107974406,-0.0619069869902472,0.012134119882272795,1,1,1,1
